Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,2850.0,22400.0,13.0,110.0,260.0,2200.0,57.0,20180518
APPLES,1294530.0,22928227.0,14683.0,271893.0,184742.0,3294714.0,150517.0,20180518
ASPARAGUS,25380.0,337447.0,73.0,728.0,246.0,2702.0,41.0,20180518
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180518
AVOCADOS,439941.0,7426323.39,9547.0,148381.0,61067.0,998146.0,41393.0,20180518
BABY BRINJALS,6640.0,41949.0,118.0,922.0,303.0,3482.0,140.0,20180518
BABY BUTTERNUT,1412.0,134466.0,14.0,1160.0,60.0,5138.0,75.0,20180518
BABY CABBAGE,2326.0,157008.0,21.0,1639.0,144.0,6559.0,55.0,20180518
BABY CARROTS,14420.0,272664.0,68.0,1377.0,472.0,7440.0,100.0,20180518
BABY ENGLISH CUCUMBER,60.0,30246.0,1.0,563.0,4.0,4294.0,16.0,20180518
BABY GEM SQUASH,4610.0,174334.0,49.0,1624.0,266.0,8500.0,558.0,20180518
BABY MARROWS,75603.0,1704990.7,2035.0,34174.0,8808.0,156862.0,2149.0,20180518
BABY MIX,442.0,24074.0,4.0,275.0,20.0,1327.0,24.0,20180518
BABY SWEET CORN,21760.0,445835.0,106.0,2081.0,534.0,9482.0,192.0,20180518
BANANAS,1705641.0,22983856.8,17094.0,194641.0,300594.0,3382419.0,56888.0,20180518
BASIL,270.0,3260.0,4.0,42.0,4.0,42.0,54.0,20180518
BAY LEAVES,0.0,424.0,0.0,17.0,0.0,3.0,9.0,20180518
BEAN SPROUTS,624.0,19711.0,10.0,341.0,24.0,794.0,119.0,20180518
BEANS,180349.0,3080184.29,4713.0,74516.0,20418.0,314048.0,8019.0,20180518
BEANS INDIAN,90.0,4383.0,1.0,94.0,5.0,281.0,15.0,20180518
BEETROOT,201926.0,3602893.55,9304.0,161493.0,77914.0,1289741.0,30990.0,20180518
BLACKBERRIES,2640.0,21782.0,11.0,131.0,17.0,218.0,0.0,20180518
BOK CHOY PAK-CHOI,360.0,5295.0,3.0,58.0,9.0,174.0,0.0,20180518
BRINJALS,41075.0,631649.0,832.0,15764.0,4920.0,73884.0,385.0,20180518
BROCCOLI,305060.0,3231418.0,2641.0,21845.0,7630.0,62611.0,993.0,20180518
BROCCOLI LEAVES,560.0,18172.0,12.0,508.0,96.0,3525.0,140.0,20180518
BUTTER LETTUCE,350.0,28427.5,5.0,416.0,25.0,2080.0,1.0,20180518
BUTTERNUT,276390.0,4567685.2,16320.0,229655.0,124429.0,1977273.0,26770.0,20180518
CABBAGE,360847.0,4462717.45,11973.0,162138.0,169397.0,2041716.0,10805.0,20180518
CABBAGE RED,22884.0,473153.0,185.0,4131.0,1114.0,19151.0,670.0,20180518
CALABASH,570.0,19010.0,16.0,433.0,52.0,1582.0,19.0,20180518
CARROTS,930330.0,12918775.7,28952.0,388723.0,229283.0,3056467.0,18708.0,20180518
CARROTS PROCESSED,450.0,900.0,3.0,6.0,9.0,18.0,14.0,20180518
CAULI/BROC,1240.0,110418.0,16.0,743.0,48.0,2229.0,6.0,20180518
CAULIFLOWER,96620.0,1554384.64,1715.0,21493.0,7972.0,95841.0,735.0,20180518
CELERY,9175.0,94106.0,114.0,929.0,1350.0,9522.0,169.0,20180518
CELERY OFFCUTS,210.0,2780.0,7.0,41.0,7.0,41.0,38.0,20180518
CHERRIES,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20180518
CHESTNUTS RAW,1200.0,4944.0,5.0,20.0,50.0,200.0,10.0,20180518
CHILLIES,92353.0,1755465.5,3029.0,68440.0,9931.0,225122.0,9521.0,20180518
CHINESE  VEGETABLES,9920.0,174279.05,1169.0,14082.0,1699.0,30804.0,4109.0,20180518
CHIVES,410.0,4710.0,17.0,192.0,2.0,25.0,50.0,20180518
CLEMENTINES,17867.0,574879.0,998.0,30078.0,2314.0,95743.0,30652.0,20180518
COCKTAIL TOMATOES,7252.0,165518.0,176.0,2084.0,898.0,8294.0,195.0,20180518
COCONUTS,2250.0,131298.0,6.0,411.0,275.0,19075.0,563.0,20180518
CORIANDER/DHANYA,1325.0,7720.0,26.0,162.0,22.0,308.0,156.0,20180518
CROUTONS,0.0,1668.4,0.0,86.0,0.0,7.0,283.0,20180518
CRUSHED GINGER/GARLIC,403.2,20328.0,2.0,88.0,7.0,409.0,43.0,20180518
CUCUMBER,1995.0,55032.33,43.0,989.0,215.0,4945.0,87.0,20180518
CURRY LEAVES,490.0,23828.0,21.0,1044.0,8.0,266.0,28.0,20180518
DATES,2050.0,170779.0,6.0,449.0,36.0,2466.0,435.0,20180518
DHANYA,25477.0,391057.0,305.0,5531.0,1010.0,16701.0,509.0,20180518
DILL,54.0,1674.0,2.0,62.0,0.0,12.0,26.0,20180518
DRAGON FRUIT,20380.0,30150.0,740.0,829.0,1280.0,2163.0,4.0,20180518
DRIED FRUIT,2040.0,20280.0,4.0,40.0,40.0,412.0,12.0,20180518
EMPTY BOXES,2130.0,33428.32,284.0,4457.0,142.0,2229.0,11809.0,20180518
ENDIVE/CHICORY,160.0,14240.0,2.0,171.0,10.0,855.0,3.0,20180518
ENGLISH CUCUMBER,266242.5,6314444.0,3874.0,68878.0,29723.0,535538.0,5632.0,20180518
FENNEL/ANISE,1265.0,53840.0,16.0,550.0,124.0,4963.0,67.0,20180518
FIGS,7400.0,94594.0,33.0,1007.0,134.0,2729.0,142.0,20180518
FIREWOOD,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20180518
GARLIC,118889.0,2421563.9,906.0,11019.0,4555.0,68027.0,7076.0,20180518
GARLIC PROCESSED,4573.58,93082.37,23.0,502.0,94.0,2393.0,363.0,20180518
GEELORA,140.0,22637.0,6.0,748.0,18.0,2244.0,33.0,20180518
GEM SQUASHES,57874.0,1954100.0,1850.0,49112.0,15509.0,393220.0,10460.0,20180518
GHERKINS,1776.0,69085.0,34.0,1455.0,169.0,7252.0,26.0,20180518
GINGER PROCESSED,0.0,120.0,0.0,1.0,0.0,0.0,23.0,20180518
GINGER ROOT,70925.0,1851975.0,363.0,8780.0,1994.0,52162.0,3088.0,20180518
GOOSEBERRIES,6288.0,118313.0,23.0,399.0,88.0,1622.0,20.0,20180518
GRANADILLA,35304.0,405287.62,362.0,6314.0,735.0,13800.0,947.0,20180518
GRAPEFRUIT,26299.0,958293.0,492.0,21403.0,4656.0,165941.0,13912.0,20180518
GRAPES,324239.0,8112816.06,4683.0,178427.0,24630.0,653745.0,125836.0,20180518
GREEN MEALIES,5676.0,46237.0,101.0,602.0,2510.0,13327.0,104.0,20180518
GREEN PEPPERS,475427.0,7051098.5,13905.0,251367.0,70033.0,1260074.0,7548.0,20180518
GUAVA,70365.0,761291.63,2443.0,25607.0,6261.0,66427.0,2397.0,20180518
HORSERADISH ROOT,94.0,14689.0,14.0,397.0,84.0,2382.0,13.0,20180518
HUBBARD SQUASHES,35500.0,1414464.0,989.0,30003.0,31612.0,959172.0,1045.0,20180518
JUICE,18155.65,250819.12,196.0,2669.0,1021.0,14146.0,3904.0,20180518
KALE,12167.0,195962.4,754.0,14229.0,1370.0,13847.0,3311.0,20180518
KARELA,425.0,17926.0,16.0,618.0,39.0,1453.0,8.0,20180518
KIWIFRUIT,36490.0,774209.0,194.0,4147.0,1748.0,28477.0,2726.0,20180518
KUMQUAT,460.0,29985.0,23.0,994.0,69.0,2982.0,122.0,20180518
LEEKS,14134.0,227303.0,240.0,3487.0,1771.0,21981.0,365.0,20180518
LEMON GRASS,0.0,1460.0,0.0,99.0,0.0,31.0,84.0,20180518
LEMONS,111330.0,2167452.99,2409.0,32937.0,27791.0,366975.0,112623.0,20180518
LETTUCE,214214.0,4653245.08,6961.0,89251.0,37075.0,447055.0,8486.0,20180518
LETTUCE LIVING,0.0,10725.0,0.0,207.0,0.0,725.0,871.0,20180518
LIMES,5277.0,226307.0,148.0,6924.0,453.0,21030.0,4391.0,20180518
LIQUIDS,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20180518
MAIZE MEAL,0.0,1770.0,0.0,21.0,0.0,525.0,29.0,20180518
MANGO,10490.0,162575.0,118.0,2273.0,472.0,9092.0,57.0,20180518
MARJORAM,56.0,56.0,2.0,2.0,0.0,0.0,27.0,20180518
MARROWS,750.0,8293.0,22.0,257.0,88.0,1028.0,47.0,20180518
MELONS,9150.0,572225.0,94.0,5068.0,981.0,45812.0,222.0,20180518
MICRO HERBS,0.0,5086.0,0.0,231.0,0.0,46.0,20.0,20180518
MILK,325.0,520.0,5.0,8.0,30.0,48.0,2392.0,20180518
MINT,2470.0,13130.0,37.0,208.0,111.0,610.0,9.0,20180518
MITJI BUDGIE,950.0,27072.0,21.0,611.0,175.0,3331.0,179.0,20180518
MIXED,520.0,1794.0,5.0,20.0,14.0,39.0,1.0,20180518
MORINGA,290.0,2335.0,5.0,32.0,20.0,128.0,29.0,20180518
MUSHROOMS,41872.0,590033.0,153.0,2134.0,747.0,9560.0,459.0,20180518
MUSK MELONS,83310.0,2850327.0,874.0,24819.0,6818.0,183116.0,3233.0,20180518
MUSTARD LEAVE,294.0,8534.0,66.0,1466.0,7.0,345.0,652.0,20180518
NAARTJIES,254254.0,2538881.3,11578.0,84195.0,38140.0,403725.0,40644.0,20180518
NOVA,98064.0,2503260.0,3532.0,83766.0,15679.0,389098.0,52836.0,20180518
NUTS,0.0,760.0,0.0,2.0,0.0,0.0,2.0,20180518
OKRA,38563.0,779364.09,2330.0,42105.0,5193.0,92636.0,5939.0,20180518
OLIVES,3000.0,81250.0,12.0,325.0,48.0,1300.0,115.0,20180518
ONIONS,2158143.0,44959397.2,61065.0,1278290.0,531131.0,11588570.0,207510.0,20180518
ORANGE PEPPERS,0.0,16670.0,0.0,233.0,0.0,1165.0,238.0,20180518
ORANGES,711830.86,13588652.5,22727.0,428243.0,175083.0,3041152.0,94136.0,20180518
OREGANO,0.0,2617.0,0.0,97.0,0.0,10.0,5.0,20180518
PAMPALMOESE,9080.0,245960.0,89.0,3473.0,1288.0,50760.0,6013.0,20180518
PAPINO,201760.0,2577404.0,4498.0,41686.0,23905.0,203391.0,10811.0,20180518
PAPRI,630.0,9990.0,18.0,260.0,51.0,750.0,53.0,20180518
PAPRIKA,32340.0,196190.0,335.0,2609.0,1009.0,8099.0,145.0,20180518
PARSLEY,20456.0,338330.39,177.0,2766.0,514.0,8138.0,185.0,20180518
PARSNIP,0.0,5000.0,0.0,20.0,0.0,160.0,1.0,20180518
PATTY PANS,27900.0,718626.0,396.0,8438.0,1951.0,43494.0,1813.0,20180518
PAWPAWS,400.0,400.0,5.0,5.0,40.0,40.0,5.0,20180518
PEACHES,1340.0,24740.0,58.0,994.0,145.0,2485.0,0.0,20180518
PEANUTS RAW / UNSHELLED,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20180518
PEARS,242409.5,6774471.38,3502.0,94254.0,35531.0,949089.0,35723.0,20180518
PEAS,18161.0,446064.0,203.0,2826.0,592.0,8306.0,261.0,20180518
PECAN NUT (SHELL),1960.0,41440.0,7.0,148.0,28.0,592.0,144.0,20180518
PERSIMMON/SHARON FRUIT,67706.0,956858.0,1125.0,15227.0,4495.0,55042.0,3479.0,20180518
PICKLED,0.0,40.0,0.0,2.0,0.0,3.0,77.0,20180518
PINEAPPLES,140380.0,3060521.0,3803.0,75846.0,28556.0,591296.0,10378.0,20180518
PIQUANT PEPPERS (PEPPER DEW),0.0,172.0,0.0,16.0,0.0,48.0,5.0,20180518
PKS BLUE QUEEN,52950.0,961645.0,1457.0,27010.0,50995.0,945350.0,5551.0,20180518
PLUMS,97000.0,1686228.5,1669.0,26983.0,8046.0,150023.0,13433.0,20180518
POMEGRANATE,42005.0,540192.48,321.0,5112.0,1284.0,20472.0,2652.0,20180518
POT PLANTS,1260.0,46590.0,9.0,333.0,54.0,1998.0,28.0,20180518
POTATOES,4983449.0,86227417.2,142153.0,2282737.0,1386051.0,22260861.0,137345.0,20180518
PRICKLY PEAR,18170.0,337841.0,455.0,9532.0,910.0,19064.0,0.0,20180518
PUMPKINS,44534.0,583818.0,1231.0,16362.0,41854.0,556308.0,2231.0,20180518
QUINCE,850.0,27740.0,21.0,631.0,84.0,4012.0,285.0,20180518
RADISH,2494.0,68413.0,33.0,1038.0,163.0,3949.0,202.0,20180518
RAINBOW PEPPERS,36425.0,778086.0,386.0,7476.0,1349.0,18151.0,813.0,20180518
RASPBERRIES,10764.0,262441.0,78.0,2650.0,109.0,2997.0,64.0,20180518
RED PEPPERS,95365.0,2435707.0,2259.0,54787.0,11326.0,274682.0,7848.0,20180518
RHUBARB,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20180518
ROASTING VEGETABLES,150.0,150.0,5.0,5.0,1.0,1.0,0.0,20180518
ROCKET,1125.0,25083.0,39.0,808.0,10.0,293.0,486.0,20180518
ROSEMARY,120.0,1975.0,4.0,94.0,0.0,9.0,44.0,20180518
SAGE,227.0,2327.0,9.0,87.0,1.0,16.0,5.0,20180518
SATSUMAS,47185.0,1585898.75,2725.0,104444.0,14985.0,349066.0,30975.0,20180518
SNACKS,0.0,3742.8,0.0,100.0,0.0,14.0,291.0,20180518
SOUP GREENS,53848.0,660684.0,709.0,9014.0,4672.0,57714.0,552.0,20180518
SPEARMINT,3235.0,29353.0,72.0,874.0,100.0,837.0,117.0,20180518
SPINACH,94397.0,1503241.4,3498.0,45858.0,17422.0,246298.0,2382.0,20180518
SPRING ONIONS,9630.0,187206.0,193.0,3504.0,657.0,12015.0,374.0,20180518
STRAWBERRIES,163138.0,3243023.0,513.0,9659.0,1781.0,32178.0,651.0,20180518
SUGAR CANE,570.0,28735.0,8.0,398.0,56.0,2786.0,59.0,20180518
SWEET BASIL,1170.0,14543.0,48.0,535.0,10.0,107.0,14.0,20180518
SWEET CORN,68604.0,1835429.0,1033.0,14896.0,4733.0,50391.0,951.0,20180518
SWEET MELONS,118995.0,1735194.0,1042.0,12879.0,7762.0,92021.0,2190.0,20180518
SWEET POTATO,146200.0,2819206.25,9037.0,153503.0,47778.0,1005041.0,6872.0,20180518
