Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,1090.0,9755.0,15.0,144.0,156.0,918.0,53.0,20180508
APPLES,2034724.0,11107541.0,23527.0,130877.0,296400.0,1618069.0,115119.0,20180508
ASPARAGUS,42120.0,161417.0,102.0,288.0,372.0,1231.0,72.0,20180508
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180508
AVOCADOS,663192.0,3298329.33,12043.0,67131.0,83889.0,455933.0,26668.0,20180508
BABY BRINJALS,2068.0,14558.0,63.0,385.0,247.0,1535.0,161.0,20180508
BABY BUTTERNUT,16398.0,59454.0,130.0,472.0,572.0,2101.0,155.0,20180508
BABY CABBAGE,21392.0,76078.0,213.0,821.0,818.0,3160.0,59.0,20180508
BABY CARROTS,31950.0,102934.0,160.0,518.0,734.0,2352.0,213.0,20180508
BABY ENGLISH CUCUMBER,4530.0,19844.0,81.0,361.0,648.0,2782.0,15.0,20180508
BABY GEM SQUASH,24260.0,83836.0,230.0,661.0,1173.0,3732.0,199.0,20180508
BABY LEAF,2448.0,17424.0,24.0,137.0,24.0,137.0,62.0,20180508
BABY MARROWS,196651.0,780591.7,3768.0,14422.0,17984.0,67680.0,4597.0,20180508
BABY MIX,2720.0,8020.0,32.0,100.0,132.0,455.0,29.0,20180508
BABY SWEET CORN,63302.0,193296.0,262.0,892.0,1185.0,4092.0,129.0,20180508
BANANAS,2050199.0,11039724.8,15459.0,87878.0,265430.0,1513990.0,38372.0,20180508
BASIL,460.0,1480.0,22.0,35.0,6.0,19.0,43.0,20180508
BEAN SPROUTS,2780.0,11028.0,49.0,190.0,114.0,443.0,31.0,20180508
BEANS,301000.0,1475053.42,6518.0,30491.0,26948.0,126300.0,4397.0,20180508
BEANS INDIAN,698.0,4373.0,20.0,106.0,28.0,241.0,51.0,20180508
BEETROOT,331684.0,1517893.55,13250.0,68869.0,104834.0,563705.0,17488.0,20180508
BLACKBERRIES,240.0,6626.0,1.0,54.0,2.0,81.0,0.0,20180508
BOK CHOY PAK-CHOI,1700.0,4480.0,19.0,50.0,79.0,212.0,21.0,20180508
