Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,9860.0,30655.0,34.0,359.0,536.0,2302.0,57.0,20180516
APPLES,1157610.0,20419153.0,14627.0,242544.0,168043.0,2943117.0,141487.0,20180516
ASPARAGUS,14740.0,274967.0,160.0,600.0,329.0,2222.0,40.0,20180516
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180516
AVOCADOS,283550.02,6646784.59,5600.0,130827.0,40238.0,893955.0,42942.0,20180516
BABY BRINJALS,1040.0,25953.0,27.0,668.0,108.0,2672.0,132.0,20180516
BABY BUTTERNUT,3600.0,121090.0,28.0,1030.0,134.0,4575.0,85.0,20180516
BABY CABBAGE,0.0,59994.0,0.0,582.0,0.0,2388.0,151.0,20180516
BABY CARROTS,6264.0,232058.0,29.0,1179.0,160.0,6076.0,110.0,20180516
BABY ENGLISH CUCUMBER,600.0,23920.0,12.0,457.0,96.0,3656.0,14.0,20180516
BABY GEM SQUASH,7260.0,151772.0,116.0,1411.0,542.0,7425.0,408.0,20180516
BABY MARROWS,119389.0,1497072.7,2592.0,29790.0,11810.0,137052.0,2617.0,20180516
BABY MIX,234.0,7704.0,2.0,84.0,10.0,478.0,14.0,20180516
BABY SWEET CORN,21696.0,396159.0,127.0,1847.0,584.0,8305.0,168.0,20180516
BANANAS,1119797.0,20380809.8,11266.0,168246.0,195270.0,2907422.0,52784.0,20180516
BASIL,200.0,3054.0,3.0,57.0,3.0,39.0,77.0,20180516
BAY LEAVES,25.0,324.0,1.0,13.0,0.0,3.0,19.0,20180516
BEAN SPROUTS,468.0,17755.0,7.0,308.0,17.0,717.0,69.0,20180516
BEANS,146357.0,2586460.29,3991.0,61764.0,16999.0,260694.0,5387.0,20180516
BEANS INDIAN,160.0,4093.0,5.0,89.0,10.0,268.0,21.0,20180516
BEETROOT,180272.0,3049620.55,7255.0,132494.0,56849.0,1075330.0,34746.0,20180516
BRINJALS,19054.0,538440.0,388.0,13890.0,1810.0,63702.0,257.0,20180516
BROCCOLI,189198.0,2679078.0,1214.0,17628.0,3472.0,50847.0,76.0,20180516
BROCCOLI LEAVES,0.0,302.0,0.0,77.0,0.0,77.0,60.0,20180516
BRUSSELS SPROUTS,1900.0,38400.0,9.0,120.0,72.0,960.0,0.0,20180516
BUTTER LETTUCE,850.0,24327.5,10.0,366.0,50.0,1830.0,1.0,20180516
BUTTERNUT,461135.0,4111942.2,24960.0,199243.0,226709.0,1751517.0,27762.0,20180516
CABBAGE,230366.0,3791940.45,8204.0,139638.0,102354.0,1752224.0,3901.0,20180516
CABBAGE RED,25112.0,406414.0,201.0,3604.0,869.0,16539.0,311.0,20180516
CALABASH,5320.0,37370.0,70.0,642.0,469.0,3561.0,18.0,20180516
CARROTS,691743.0,11139506.7,17055.0,336200.0,141505.0,2633358.0,25550.0,20180516
CARROTS PROCESSED,150.0,300.0,1.0,2.0,3.0,6.0,18.0,20180516
CAULI/BROC,0.0,89058.0,0.0,597.0,0.0,1791.0,4.0,20180516
CAULIFLOWER,69632.0,1310658.64,1079.0,17815.0,5309.0,77893.0,845.0,20180516
CELERY,8972.0,77511.0,78.0,751.0,786.0,7176.0,76.0,20180516
CELERY OFFCUTS,70.0,2510.0,1.0,33.0,1.0,33.0,9.0,20180516
CHERRIES,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20180516
CHESTNUTS RAW,384.0,384.0,1.0,1.0,10.0,10.0,29.0,20180516
CHILLIES,100565.0,1447868.5,3421.0,58555.0,11692.0,188289.0,8996.0,20180516
CHINESE  VEGETABLES,11067.0,150916.05,1042.0,11983.0,1342.0,26727.0,966.0,20180516
CHIVES,465.0,3260.0,20.0,142.0,4.0,21.0,29.0,20180516
CLEMENTINES,24376.0,524137.0,1725.0,26323.0,5425.0,85806.0,23943.0,20180516
COCKTAIL TOMATOES,3704.0,141544.0,49.0,1674.0,215.0,6472.0,337.0,20180516
COCONUTS,6050.0,121148.0,19.0,383.0,825.0,17750.0,351.0,20180516
CORIANDER/DHANYA,2160.0,5035.0,36.0,115.0,43.0,213.0,119.0,20180516
CROUTONS,135.8,1668.4,7.0,86.0,1.0,7.0,283.0,20180516
CRUSHED GINGER/GARLIC,1032.0,16543.2,4.0,71.0,24.0,336.0,60.0,20180516
CUCUMBER,13300.0,50701.33,230.0,896.0,1136.0,4448.0,165.0,20180516
CURRY LEAVES,5149.0,21013.0,250.0,925.0,60.0,239.0,61.0,20180516
