Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,1280.0,69965.0,25.0,636.0,50.0,4710.0,128.0,20180529
APPLES,1611207.0,35005793.4,19858.0,412843.0,231314.0,5004059.0,143872.0,20180529
ASPARAGUS,18375.0,469097.0,20.0,907.0,100.0,3541.0,2.0,20180529
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180529
AVOCADOS,673676.96,11658157.3,14399.0,240563.0,99008.0,1638260.0,47137.0,20180529
BABY BRINJALS,2750.0,51483.0,55.0,1232.0,219.0,4707.0,30.0,20180529
BABY BUTTERNUT,19244.0,215142.0,192.0,1952.0,814.0,8615.0,245.0,20180529
BABY CABBAGE,25346.0,250148.0,264.0,2504.0,940.0,9357.0,16.0,20180529
BABY CARROTS,29448.0,391717.8,174.0,2204.0,791.0,11256.0,121.0,20180529
BABY CORN & SUGAR SNAP PEAS,360.0,360.0,3.0,3.0,12.0,12.0,5.0,20180529
BABY ENGLISH CUCUMBER,3000.0,43840.0,54.0,869.0,402.0,6712.0,0.0,20180529
BABY GEM SQUASH,35994.0,273374.0,406.0,2733.0,2075.0,14283.0,334.0,20180529
BABY LEAF,1824.0,24858.0,17.0,209.0,17.0,209.0,33.0,20180529
BABY MARROWS,282026.0,2698912.7,4872.0,53181.0,21956.0,240901.0,2993.0,20180529
BABY MIX,4650.0,34995.0,44.0,389.0,212.0,1891.0,12.0,20180529
BABY SWEET CORN,41816.0,641995.0,324.0,3441.0,1462.0,15713.0,472.0,20180529
BANANAS,1550728.0,35140954.0,14958.0,318836.0,257282.0,5514674.0,54521.0,20180529
BASIL,0.0,3920.0,0.0,51.0,0.0,51.0,7.0,20180529
BAY LEAVES,215.0,639.0,9.0,26.0,2.0,5.0,11.0,20180529
BEAN SPROUTS,3476.0,29335.0,61.0,520.0,138.0,1191.0,70.0,20180529
BEANS,180855.0,4320267.23,5490.0,124258.0,23353.0,517236.0,7092.0,20180529
BEANS INDIAN,800.0,6768.0,32.0,162.0,72.0,506.0,50.0,20180529
BEETROOT,381074.0,5491175.55,15154.0,249615.0,122465.0,2022228.0,11690.0,20180529
BOK CHOY PAK-CHOI,1960.0,23345.0,17.0,241.0,83.0,1015.0,15.0,20180529
BRINJALS,72780.0,950412.0,1475.0,22850.0,6759.0,106160.0,974.0,20180529
BROCCOLI,306005.0,5203966.78,2203.0,36898.0,9271.0,127102.0,236.0,20180529
BROCCOLI LEAVES,2220.0,25605.0,52.0,631.0,416.0,5048.0,0.0,20180529
BRUSSELS SPROUTS,15354.0,160414.0,54.0,466.0,277.0,2509.0,0.0,20180529
BUTTER LETTUCE,5310.0,68969.5,73.0,928.0,288.0,3674.0,36.0,20180529
BUTTERNUT,494130.0,7802551.2,22909.0,392795.0,181500.0,3281130.0,20093.0,20180529
CABBAGE,521212.0,6924925.45,18083.0,253668.0,174780.0,3137943.0,2025.0,20180529
CABBAGE RED,35911.0,700335.0,310.0,6068.0,2144.0,30974.0,587.0,20180529
CALABASH,15105.0,76059.0,250.0,1282.0,1404.0,7424.0,76.0,20180529
CARROTS,1302513.0,20017345.0,35568.0,597567.0,292283.0,4747112.0,18081.0,20180529
CARROTS PROCESSED,1350.0,5250.0,9.0,35.0,27.0,105.0,20.0,20180529
CAULI/BROC,6596.0,302723.0,129.0,2574.0,432.0,8896.0,30.0,20180529
CAULIFLOWER,196854.0,2452235.64,1975.0,33449.0,10026.0,148214.0,778.0,20180529
CELERY,12230.0,135786.0,97.0,1383.0,849.0,13884.0,254.0,20180529
CELERY OFFCUTS,0.0,3015.0,0.0,45.0,0.0,45.0,55.0,20180529
CHERRIES,7200.0,7200.0,15.0,15.0,38.0,38.0,0.0,20180529
CHILLIES,150337.0,2627714.84,5677.0,102100.0,18864.0,338172.0,11121.0,20180529
CHINESE  VEGETABLES,13905.0,257858.19,910.0,24137.0,1841.0,40231.0,1820.0,20180529
CHIVES,610.0,7695.0,24.0,334.0,3.0,46.0,90.0,20180529
CHORIE,755.0,7255.0,14.0,236.0,70.0,1180.0,2.0,20180529
CLEMENTINES,111675.0,1481273.0,5184.0,63061.0,22743.0,249681.0,20544.0,20180529
COCKTAIL TOMATOES,22232.0,215755.08,249.0,2557.0,793.0,9503.0,234.0,20180529
COCONUTS,9500.0,174398.0,30.0,543.0,1400.0,25300.0,461.0,20180529
CORIANDER/DHANYA,300.0,9915.0,14.0,234.0,13.0,418.0,66.0,20180529
