Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,1490.0,17625.0,12.0,251.0,186.0,1564.0,47.0,20180511
APPLES,1447725.0,15742216.0,16924.0,185850.0,206502.0,2284709.0,123670.0,20180511
ASPARAGUS,21720.0,200587.0,32.0,354.0,136.0,1498.0,65.0,20180511
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180511
AVOCADOS,423240.0,4790780.54,7223.0,95257.0,56303.0,647797.0,43481.0,20180511
BABY BRINJALS,1165.0,20598.0,23.0,539.0,92.0,2138.0,147.0,20180511
BABY BUTTERNUT,2160.0,86902.0,19.0,720.0,94.0,3215.0,45.0,20180511
BABY CABBAGE,6328.0,107024.0,53.0,1145.0,216.0,4395.0,74.0,20180511
BABY CARROTS,8616.0,143154.0,44.0,721.0,196.0,3288.0,307.0,20180511
BABY ENGLISH CUCUMBER,1578.0,23307.0,32.0,430.0,254.0,3278.0,14.0,20180511
BABY GEM SQUASH,7892.0,111360.0,93.0,956.0,404.0,5162.0,285.0,20180511
BABY LEAF,408.0,23034.0,4.0,192.0,4.0,192.0,0.0,20180511
BABY MARROWS,82753.0,1047606.7,1825.0,20428.0,8113.0,95088.0,2680.0,20180511
BABY MIX,690.0,13748.0,11.0,157.0,49.0,748.0,5.0,20180511
BABY SWEET CORN,22582.0,263144.0,82.0,1157.0,342.0,5349.0,29.0,20180511
BANANAS,1506080.0,15371531.8,12422.0,121881.0,219734.0,2119063.0,52641.0,20180511
BASIL,94.0,1574.0,3.0,38.0,1.0,20.0,80.0,20180511
BAY LEAVES,50.0,254.0,2.0,10.0,0.0,2.0,0.0,20180511
BEAN SPROUTS,828.0,13522.0,13.0,230.0,31.0,538.0,65.0,20180511
BEANS,200398.87,2148590.29,6892.0,49756.0,29170.0,208806.0,4448.0,20180511
BEANS INDIAN,0.0,2673.0,0.0,57.0,0.0,179.0,43.0,20180511
BEETROOT,251140.0,2385720.55,10505.0,106021.0,88161.0,856690.0,29000.0,20180511
BOK CHOY PAK-CHOI,385.0,6845.0,6.0,80.0,24.0,340.0,0.0,20180511
BRINJALS,26016.0,427250.0,724.0,11150.0,3224.0,50594.0,993.0,20180511
BROCCOLI,195894.0,1992889.0,1232.0,13276.0,3945.0,37930.0,553.0,20180511
BROCCOLI LEAVES,1590.0,12966.0,44.0,328.0,282.0,2477.0,87.0,20180511
BRUSSELS SPROUTS,400.0,22700.0,1.0,60.0,4.0,240.0,0.0,20180511
BUTTER LETTUCE,150.0,18227.5,3.0,288.0,15.0,1440.0,15.0,20180511
BUTTERNUT,159449.0,2833123.4,8509.0,130737.0,78343.0,1141463.0,57076.0,20180511
CABBAGE,361037.6,2836563.9,13083.0,103522.0,182403.0,1321460.0,11077.0,20180511
CABBAGE RED,26172.0,304503.0,280.0,2648.0,999.0,12723.0,374.0,20180511
CALABASH,60.0,10055.0,2.0,234.0,8.0,840.0,9.0,20180511
CARROTS,908127.0,8605487.7,24984.0,260337.0,215568.0,2044117.0,31942.0,20180511
CAULI/BROC,8000.0,135186.0,110.0,1089.0,442.0,4234.0,69.0,20180511
CAULIFLOWER,60966.0,996690.64,928.0,13289.0,5017.0,55299.0,1301.0,20180511
CELERY,3840.0,42179.0,41.0,471.0,387.0,4599.0,36.0,20180511
CHERRIES,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20180511
CHILLIES,109143.0,1032926.5,4039.0,43956.0,12675.0,140988.0,8822.0,20180511
CHINESE  VEGETABLES,12736.55,102824.05,1055.0,8599.0,2779.0,16420.0,578.0,20180511
CHIVES,195.0,1900.0,8.0,87.0,2.0,11.0,21.0,20180511
CHORIE,0.0,915.0,0.0,34.0,0.0,170.0,21.0,20180511
CLEMENTINES,46223.0,425104.0,1800.0,18739.0,4828.0,65789.0,15267.0,20180511
COCKTAIL TOMATOES,12850.0,116909.0,173.0,1340.0,627.0,5139.0,398.0,20180511
COCONUTS,2790.0,107898.0,14.0,349.0,400.0,15800.0,245.0,20180511
CORIANDER/DHANYA,55.0,805.0,2.0,30.0,0.0,5.0,70.0,20180511
CROUTONS,0.0,1532.6,0.0,79.0,0.0,6.0,290.0,20180511
CRUSHED GINGER/GARLIC,666.0,14704.8,3.0,63.0,13.0,298.0,68.0,20180511
CUCUMBER,11618.33,32992.33,196.0,588.0,980.0,2940.0,151.0,20180511
CURRY LEAVES,810.0,11864.0,32.0,499.0,15.0,135.0,84.0,20180511
DATES,2800.0,141150.0,10.0,368.0,80.0,2025.0,283.0,20180511
DHANYA,25625.0,249180.0,380.0,3723.0,1123.0,11206.0,535.0,20180511
DILL,0.0,999.0,0.0,37.0,0.0,7.0,8.0,20180511
DRIED FRUIT,970.0,11740.0,2.0,24.0,20.0,248.0,4.0,20180511
EMPTY BOXES,2317.53,21465.27,309.0,2862.0,155.0,1431.0,13404.0,20180511
ENGLISH CUCUMBER,418079.0,4571608.0,5010.0,45093.0,38922.0,350883.0,4195.0,20180511
FENNEL/ANISE,3290.0,33590.0,26.0,340.0,358.0,3006.0,19.0,20180511
FIGS,0.0,24512.0,0.0,202.0,0.0,728.0,30.0,20180511
GARLIC,130460.0,1468162.0,836.0,6785.0,4500.0,41346.0,7618.0,20180511
GARLIC PROCESSED,4062.97,65585.8,22.0,358.0,110.0,1695.0,242.0,20180511
GEELORA,540.0,13880.0,21.0,479.0,63.0,1437.0,62.0,20180511
