Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,4390.0,11930.0,15.0,43.0,300.0,860.0,43.0,20180406
APPLES,1529408.0,7862557.64,18549.0,91092.0,223720.0,1096860.0,111575.0,20180406
ARTICHOKES,0.0,310.0,0.0,8.0,0.0,40.0,5.0,20180406
ASPARAGUS,2500.0,3100.0,5.0,10.0,12.0,17.0,0.0,20180406
ATCHARA,286.0,468.3,11.0,18.0,11.0,18.0,50.0,20180406
AVOCADOS,692984.65,2318964.57,10900.0,38117.0,79497.0,272753.0,6253.0,20180406
BABY BRINJALS,1335.0,21178.0,32.0,442.0,119.0,1488.0,124.0,20180406
BABY BUTTERNUT,7984.0,62125.0,104.0,558.0,415.0,2363.0,295.0,20180406
BABY CABBAGE,11902.0,99394.0,115.0,972.0,490.0,3508.0,174.0,20180406
BABY CARROTS,19384.0,106582.0,98.0,517.0,510.0,2523.0,53.0,20180406
BABY ENGLISH CUCUMBER,4680.0,11460.0,142.0,308.0,1136.0,2464.0,0.0,20180406
BABY GEM SQUASH,12912.0,90632.0,49.0,435.0,470.0,2890.0,13.0,20180406
BABY LEAF,864.0,6978.0,9.0,70.0,9.0,70.0,30.0,20180406
BABY MARROWS,114696.0,1116930.0,1204.0,10878.0,5929.0,49893.0,1849.0,20180406
BABY MIX,368.0,12603.0,3.0,114.0,17.0,590.0,1.0,20180406
BABY SWEET CORN,80058.0,169836.0,268.0,580.0,1124.0,2461.0,19.0,20180406
BANANAS,1772973.0,10172970.8,13424.0,80079.0,225250.0,1395261.0,33771.0,20180406
BEAN SPROUTS,720.0,9033.0,12.0,155.0,29.0,357.0,26.0,20180406
BEANS,227800.0,1000250.9,6536.0,28317.0,27555.0,118185.0,3811.0,20180406
BEANS INDIAN,1521.0,2361.0,74.0,101.0,145.0,219.0,100.0,20180406
BEETROOT,231436.0,1062230.0,10989.0,62174.0,102965.0,485994.0,24085.0,20180406
BLACKBERRIES,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20180406
BRINJALS,40907.0,267688.0,819.0,4545.0,3794.0,21598.0,885.0,20180406
BROCCOLI,181339.0,1102986.0,1296.0,6810.0,3585.0,18907.0,379.0,20180406
BROCCOLI FLORETTES,576.0,8736.0,3.0,46.0,7.0,110.0,4.0,20180406
BROCCOLI LEAVES,1575.0,4665.0,40.0,121.0,320.0,968.0,2.0,20180406
BUTTER LETTUCE,2874.0,27648.0,46.0,439.0,104.0,999.0,72.0,20180406
BUTTERNUT,342159.0,1445503.5,16383.0,69755.0,139424.0,611558.0,18071.0,20180406
CABBAGE,354832.8,1437646.8,14753.0,61475.0,177287.0,642570.0,9248.0,20180406
CABBAGE RED,18416.0,189465.0,201.0,1763.0,1837.0,9516.0,542.0,20180406
CALABASH,3828.0,11678.0,74.0,289.0,297.0,1083.0,33.0,20180406
CARROTS,1071246.0,4972569.14,28597.0,121473.0,225022.0,943652.0,27171.0,20180406
CAULI/BROC,1092.0,55964.0,8.0,260.0,34.0,1222.0,11.0,20180406
CAULIFLOWER,125812.0,699269.5,1382.0,6454.0,8320.0,38481.0,1775.0,20180406
CAULIFLOWER FLORETS,240.0,8040.0,8.0,65.0,19.0,156.0,0.0,20180406
CELERY,1340.0,7125.0,26.0,104.0,312.0,1248.0,3.0,20180406
CHESTNUTS RAW,0.0,600.0,0.0,20.0,0.0,200.0,11.0,20180406
CHILLIES,92291.0,537553.0,3771.0,23389.0,11775.0,72738.0,12422.0,20180406
CHILLIES PROCESSED,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20180406
CHINESE  VEGETABLES,8246.0,59662.5,771.0,2460.0,349.0,6760.0,366.0,20180406
CHIVES,360.0,895.0,18.0,40.0,1.0,2.0,0.0,20180406
CHORIE,80.0,805.0,4.0,29.0,20.0,145.0,1.0,20180406
CLEMENTINES,122.0,2492.0,6.0,123.0,12.0,246.0,237.0,20180406
COCKTAIL AVOCADO PEAR,530.0,2265.0,14.0,60.0,28.0,120.0,53.0,20180406
COCKTAIL TOMATOES,3333.0,10277.0,59.0,118.0,306.0,567.0,19.0,20180406
COCONUTS,24780.0,78290.0,70.0,202.0,3475.0,9850.0,235.0,20180406
CORIANDER/DHANYA,85.0,750.0,4.0,60.0,1.0,5.0,55.0,20180406
CRUSHED GINGER/GARLIC,666.0,9028.8,3.0,39.0,13.0,184.0,49.0,20180406
CUCUMBER,3890.0,10360.0,76.0,230.0,376.0,1128.0,64.0,20180406
CURRY LEAVES,4755.0,10665.0,234.0,500.0,57.0,104.0,23.0,20180406
DATES,0.0,3200.0,0.0,10.0,0.0,80.0,4.0,20180406
DHANYA,28250.0,163849.0,346.0,1789.0,1035.0,5624.0,361.0,20180406
DILL,351.0,1100.0,13.0,41.0,3.0,8.0,0.0,20180406
DRAGON FRUIT,5770.0,17527.0,61.0,375.0,101.0,878.0,400.0,20180406
DRIED FRUIT,5030.0,9705.0,10.0,19.0,113.0,224.0,29.0,20180406
DRUM STICK,200.0,200.0,1.0,1.0,3.0,3.0,5.0,20180406
EDIBLE FLOWERS,240.0,810.0,12.0,40.0,0.0,1.0,0.0,20180406
EMPTY BOXES,7050.0,16155.0,940.0,2154.0,470.0,1077.0,10574.0,20180406
ENDIVE/CHICORY,60.0,2900.0,1.0,35.0,5.0,175.0,0.0,20180406
ENGLISH CUCUMBER,265023.0,1708568.0,3602.0,22063.0,27666.0,170857.0,5627.0,20180406
FENNEL/ANISE,1720.0,10630.0,31.0,120.0,300.0,1576.0,0.0,20180406
FIGS,9880.0,34885.0,76.0,575.0,282.0,1692.0,345.0,20180406
GARLIC,82775.0,675678.0,538.0,3989.0,3164.0,24339.0,6270.0,20180406
GARLIC PROCESSED,4816.68,37023.43,28.0,185.0,139.0,887.0,440.0,20180406
GEELORA,1490.0,4201.0,56.0,176.0,168.0,528.0,94.0,20180406
