Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,4680.0,4680.0,87.0,87.0,246.0,246.0,102.0,20180601
APPLES,1106956.0,1106956.0,14007.0,14007.0,154189.0,154189.0,166362.0,20180601
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180601
AVOCADOS,428203.0,428203.0,9405.0,9405.0,69673.0,69673.0,46350.0,20180601
BABY BRINJALS,5645.0,5645.0,99.0,99.0,313.0,313.0,54.0,20180601
BABY BUTTERNUT,4954.0,4954.0,120.0,120.0,515.0,515.0,123.0,20180601
BABY CABBAGE,6328.0,6328.0,54.0,54.0,219.0,219.0,3.0,20180601
BABY CARROTS,10792.0,10792.0,51.0,51.0,262.0,262.0,145.0,20180601
BABY ENGLISH CUCUMBER,720.0,720.0,9.0,9.0,45.0,45.0,0.0,20180601
BABY GEM SQUASH,7871.0,7871.0,109.0,109.0,577.0,577.0,219.0,20180601
BABY LEAF,396.0,396.0,4.0,4.0,4.0,4.0,22.0,20180601
BABY MARROWS,63530.0,63530.0,1259.0,1259.0,5702.0,5702.0,2808.0,20180601
BABY MIX,1150.0,1150.0,14.0,14.0,64.0,64.0,7.0,20180601
BABY SWEET CORN,10944.0,10944.0,123.0,123.0,377.0,377.0,178.0,20180601
BANANAS,1316943.0,1316943.0,12844.0,12844.0,223839.0,223839.0,62750.0,20180601
BASIL,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20180601
BEAN SPROUTS,816.0,816.0,13.0,13.0,31.0,31.0,62.0,20180601
BEANS,155428.0,155428.0,5198.0,5198.0,21280.0,21280.0,3376.0,20180601
BEANS INDIAN,210.0,210.0,6.0,6.0,26.0,26.0,2.0,20180601
BEETROOT,245288.0,245288.0,7284.0,7284.0,60794.0,60794.0,7783.0,20180601
BLACKBERRIES,4800.0,4800.0,20.0,20.0,30.0,30.0,0.0,20180601
BOK CHOY PAK-CHOI,900.0,900.0,9.0,9.0,39.0,39.0,26.0,20180601
BRINJALS,33840.0,33840.0,853.0,853.0,3965.0,3965.0,339.0,20180601
BROCCOLI,147172.0,147172.0,1141.0,1141.0,3304.0,3304.0,126.0,20180601
BROCCOLI FLORETTES,120.0,120.0,1.0,1.0,2.0,2.0,0.0,20180601
BROCCOLI LEAVES,2540.0,2540.0,62.0,62.0,496.0,496.0,14.0,20180601
BRUSSELS SPROUTS,1763.0,1763.0,6.0,6.0,23.0,23.0,58.0,20180601
BUTTER LETTUCE,882.0,882.0,16.0,16.0,80.0,80.0,0.0,20180601
BUTTERNUT,552544.0,552544.0,22918.0,22918.0,202850.0,202850.0,41116.0,20180601
CABBAGE,511411.0,511411.0,15997.0,15997.0,175362.0,175362.0,8992.0,20180601
CABBAGE RED,22651.0,22651.0,271.0,271.0,827.0,827.0,740.0,20180601
CALABASH,3135.0,3135.0,51.0,51.0,344.0,344.0,34.0,20180601
CARROTS,971150.0,971150.0,33953.0,33953.0,253565.0,253565.0,32569.0,20180601
CARROTS PROCESSED,1050.0,1050.0,7.0,7.0,21.0,21.0,17.0,20180601
CAULI/BROC,3060.0,3060.0,31.0,31.0,93.0,93.0,39.0,20180601
CAULIFLOWER,118588.0,118588.0,1264.0,1264.0,7538.0,7538.0,1006.0,20180601
CELERY,6710.0,6710.0,70.0,70.0,717.0,717.0,205.0,20180601
CELERY OFFCUTS,330.0,330.0,11.0,11.0,11.0,11.0,58.0,20180601
CHERRIES,7850.0,7850.0,17.0,17.0,43.0,43.0,123.0,20180601
CHILLIES,76061.0,76061.0,2971.0,2971.0,9701.0,9701.0,14547.0,20180601
CHINESE  VEGETABLES,7930.0,7930.0,818.0,818.0,1473.0,1473.0,2024.0,20180601
CHIVES,445.0,445.0,27.0,27.0,3.0,3.0,172.0,20180601
CHORIE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20180601
CLEMENTINES,60711.0,60711.0,2060.0,2060.0,11764.0,11764.0,18801.0,20180601
COCKTAIL AVOCADO PEAR,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20180601
COCKTAIL TOMATOES,18012.0,18012.0,253.0,253.0,899.0,899.0,281.0,20180601
COCONUTS,3700.0,3700.0,11.0,11.0,550.0,550.0,368.0,20180601
CORIANDER/DHANYA,40.0,40.0,3.0,3.0,0.0,0.0,81.0,20180601
CROUTONS,58.2,58.2,3.0,3.0,0.0,0.0,280.0,20180601
CRUSHED GINGER/GARLIC,1843.2,1843.2,8.0,8.0,38.0,38.0,18.0,20180601
CUCUMBER,2910.0,2910.0,49.0,49.0,245.0,245.0,139.0,20180601
CURRY LEAVES,830.0,830.0,35.0,35.0,10.0,10.0,148.0,20180601
DATES,1514.0,1514.0,6.0,6.0,26.0,26.0,1814.0,20180601
DHANYA,17672.0,17672.0,298.0,298.0,1070.0,1070.0,619.0,20180601
DILL,441.0,441.0,12.0,12.0,19.0,19.0,16.0,20180601
DRAGON FRUIT,320.0,320.0,2.0,2.0,6.0,6.0,0.0,20180601
DRIED FRUIT,3765.0,3765.0,7.0,7.0,65.0,65.0,15.0,20180601
EMPTY BOXES,3862.5,3862.5,515.0,515.0,258.0,258.0,8033.0,20180601
ENDIVE/CHICORY,140.0,140.0,2.0,2.0,10.0,10.0,9.0,20180601
ENGLISH CUCUMBER,435326.48,435326.48,5260.0,5260.0,40670.0,40670.0,2520.0,20180601
FENNEL/ANISE,1510.0,1510.0,19.0,19.0,158.0,158.0,59.0,20180601
FIGS,7860.0,7860.0,26.0,26.0,125.0,125.0,107.0,20180601
FIREWOOD,11280.0,11280.0,1000.0,1000.0,7000.0,7000.0,800.0,20180601
FRUIT ROLLS,590.0,590.0,1.0,1.0,1.0,1.0,0.0,20180601
GARLIC,85530.0,85530.0,402.0,402.0,2439.0,2439.0,7945.0,20180601
GARLIC PROCESSED,7999.31,7999.31,44.0,44.0,209.0,209.0,268.0,20180601
GEELORA,880.0,880.0,30.0,30.0,90.0,90.0,111.0,20180601
GEM SQUASHES,87917.0,87917.0,3447.0,3447.0,29396.0,29396.0,6979.0,20180601
GHERKINS,2240.0,2240.0,28.0,28.0,140.0,140.0,0.0,20180601
GINGER PROCESSED,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20180601
GINGER ROOT,67090.0,67090.0,326.0,326.0,1921.0,1921.0,1634.0,20180601
GOOSEBERRIES,6844.0,6844.0,31.0,31.0,117.0,117.0,39.0,20180601
GRANADILLA,15550.0,15550.0,172.0,172.0,357.0,357.0,945.0,20180601
