Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,4470.0,24360.0,72.0,391.0,288.0,1664.0,131.0,20180612
APPLES,1458749.0,13334460.0,17993.0,169697.0,207576.0,1929051.0,141120.0,20180612
ASPARAGUS,8000.0,97385.0,8.0,176.0,40.0,603.0,2.0,20180612
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180612
AVOCADOS,688570.0,4368551.0,14807.0,93456.0,89450.0,603718.0,36672.0,20180612
BABY BRINJALS,5084.0,45322.0,105.0,961.0,304.0,2867.0,168.0,20180612
BABY BUTTERNUT,9022.0,60028.0,95.0,764.0,413.0,3303.0,291.0,20180612
BABY CABBAGE,15574.0,85712.0,180.0,885.0,582.0,3215.0,196.0,20180612
BABY CARROTS,31060.0,155036.0,261.0,904.0,1227.0,4570.0,779.0,20180612
BABY ENGLISH CUCUMBER,550.0,2050.0,11.0,41.0,88.0,328.0,0.0,20180612
BABY GEM SQUASH,17808.0,93698.0,170.0,1127.0,927.0,6119.0,406.0,20180612
BABY LEAF,480.0,8436.0,5.0,87.0,5.0,87.0,18.0,20180612
BABY MARROWS,262416.0,1178419.0,5141.0,23498.0,21880.0,103910.0,3135.0,20180612
BABY MIX,740.0,7545.0,7.0,76.0,26.0,308.0,21.0,20180612
BABY SWEET CORN,54504.0,201548.0,160.0,1089.0,802.0,4678.0,144.0,20180612
BANANAS,1305420.0,13081456.2,13159.0,133830.0,230433.0,2347408.0,60533.0,20180612
BASIL,300.0,460.0,5.0,9.0,1.0,1.0,0.0,20180612
BAY LEAVES,105.0,205.0,21.0,25.0,4.0,5.0,29.0,20180612
BEAN SPROUTS,2096.0,9356.0,39.0,161.0,89.0,369.0,100.0,20180612
BEANS,328174.0,1832976.5,5015.0,39738.0,20161.0,160588.0,1178.0,20180612
BEANS INDIAN,300.0,3725.0,12.0,114.0,40.0,498.0,12.0,20180612
BEETROOT,379177.0,2981692.0,15902.0,95733.0,117137.0,751932.0,16650.0,20180612
BLACKBERRIES,2496.0,29904.0,11.0,132.0,17.0,198.0,1.0,20180612
BOK CHOY PAK-CHOI,1020.0,4640.0,10.0,46.0,50.0,230.0,0.0,20180612
BRINJALS,82108.0,351297.0,1253.0,6501.0,5862.0,29629.0,33.0,20180612
