Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,530.0,31836.0,13.0,495.0,26.0,2268.0,126.0,20180619
APPLES,1662401.52,20787220.9,24050.0,259755.0,243787.0,2988141.0,145179.0,20180619
ARTICHOKES,600.0,600.0,5.0,5.0,6.0,6.0,0.0,20180619
ASPARAGUS,46420.0,200555.0,67.0,461.0,248.0,1394.0,69.0,20180619
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180619
AVOCADOS,527088.46,6262870.22,9256.0,130979.0,72173.0,828145.0,39806.0,20180619
BABY BRINJALS,7882.0,43583.0,123.0,793.0,413.0,2811.0,161.0,20180619
BABY BUTTERNUT,16340.0,102802.0,162.0,1238.0,716.0,5397.0,50.0,20180619
BABY CABBAGE,17250.0,140918.0,193.0,1534.0,621.0,5426.0,185.0,20180619
BABY CARROTS,27298.0,255880.0,245.0,1647.0,945.0,8190.0,523.0,20180619
BABY GEM SQUASH,26238.0,158274.0,196.0,1682.0,1194.0,9208.0,255.0,20180619
BABY LEAF,576.0,10740.0,6.0,111.0,6.0,111.0,19.0,20180619
BABY LEEKS,360.0,360.0,4.0,4.0,7.0,7.0,4.0,20180619
BABY MARROWS,375090.0,2034870.0,4710.0,35253.0,21116.0,156587.0,1920.0,20180619
BABY MIX,140.0,2785.0,1.0,29.0,6.0,151.0,4.0,20180619
BABY SWEET CORN,65968.0,352126.0,183.0,1487.0,880.0,6677.0,66.0,20180619
BANANAS,1542810.32,19355434.9,18525.0,214865.0,314768.0,3749208.0,67864.0,20180619
BASIL,0.0,1300.0,0.0,16.0,0.0,16.0,8.0,20180619
BAY LEAVES,198.0,463.0,25.0,56.0,5.0,11.0,18.0,20180619
BEAN SPROUTS,2588.0,14776.0,46.0,256.0,106.0,589.0,107.0,20180619
BEANS,452895.0,3098953.5,5115.0,56530.0,20043.0,227491.0,1085.0,20180619
BEANS INDIAN,935.0,9770.0,22.0,311.0,53.0,1270.0,63.0,20180619
BEETROOT,296312.0,4225876.0,11563.0,145780.0,97734.0,1155746.0,11308.0,20180619
BLACKBERRIES,0.0,40944.0,0.0,171.0,0.0,257.0,1.0,20180619
BLUEBERRIES,27200.0,27200.0,56.0,56.0,112.0,112.0,10.0,20180619
BOK CHOY PAK-CHOI,2880.0,10180.0,30.0,106.0,150.0,530.0,0.0,20180619
BRINJALS,117002.0,655729.0,1496.0,10397.0,6637.0,47522.0,363.0,20180619
BROCCOLI,306918.0,2219655.0,1939.0,15887.0,5538.0,44416.0,1566.0,20180619
BROCCOLI LEAVES,2770.0,22384.0,60.0,521.0,480.0,4168.0,28.0,20180619
BRUSSELS SPROUTS,15720.0,142422.0,75.0,585.0,361.0,2639.0,55.0,20180619
BUTTER LETTUCE,6651.0,42426.0,115.0,625.0,327.0,2080.0,63.0,20180619
BUTTERNUT,525164.0,6120467.0,20947.0,285206.0,168653.0,2362076.0,16443.0,20180619
CABBAGE,517331.85,5042993.83,15751.0,167988.0,197719.0,1912758.0,2157.0,20180619
CABBAGE RED,64880.0,415611.0,466.0,3944.0,3585.0,24558.0,376.0,20180619
CALABASH,12980.0,69818.0,240.0,1381.0,1430.0,7221.0,351.0,20180619
CARROTS,822343.0,11270681.0,36215.0,400159.0,271484.0,3156245.0,48281.0,20180619
CARROTS PROCESSED,900.0,7350.0,6.0,49.0,18.0,147.0,11.0,20180619
CAULI/BROC,20630.0,121780.0,119.0,790.0,370.0,2520.0,50.0,20180619
CAULIFLOWER,171746.0,1715198.0,1707.0,18693.0,8885.0,83104.0,2996.0,20180619
CAULIFLOWER FLORETS,0.0,500.0,0.0,9.0,0.0,22.0,22.0,20180619
CELERY,5510.0,87115.0,29.0,732.0,171.0,6783.0,178.0,20180619
CELERY OFFCUTS,0.0,1800.0,0.0,51.0,0.0,51.0,51.0,20180619
CHERRIES,43000.0,666329.0,95.0,1295.0,377.0,5492.0,303.0,20180619
CHILLIES,121201.0,1518941.61,3482.0,60260.0,11971.0,204526.0,12132.0,20180619
CHINESE  VEGETABLES,11379.0,104416.8,471.0,7605.0,3593.0,26929.0,429.0,20180619
CHIVES,535.0,2682.0,24.0,173.0,2.0,9.0,6.0,20180619
CHORIE,410.0,3760.0,15.0,109.0,75.0,545.0,27.0,20180619
CLEMENTINES,35706.0,642466.0,1078.0,27216.0,4873.0,122383.0,16554.0,20180619
COCKTAIL AVOCADO PEAR,325.0,4825.0,13.0,191.0,26.0,382.0,16.0,20180619
COCKTAIL TOMATOES,13331.0,111632.0,202.0,1742.0,891.0,6772.0,783.0,20180619
COCONUTS,5180.0,70480.0,21.0,304.0,1050.0,14225.0,319.0,20180619
CORIANDER/DHANYA,712.0,3926.0,62.0,883.0,12.0,72.0,246.0,20180619
CROUTONS,0.0,75.2,0.0,4.0,0.0,0.0,118.0,20180619
CRUSHED GINGER/GARLIC,1472.4,19651.2,7.0,86.0,27.0,398.0,57.0,20180619
CUCUMBER,3710.0,51325.0,87.0,823.0,420.0,3890.0,222.0,20180619
CURRY LEAVES,3225.0,30868.0,160.0,1465.0,31.0,297.0,147.0,20180619
DATES,2150.0,70815.0,16.0,333.0,26.0,1657.0,1539.0,20180619
DHANYA,29806.0,265459.0,417.0,4644.0,1293.0,15109.0,320.0,20180619
DILL,558.0,5291.0,18.0,140.0,23.0,207.0,55.0,20180619
DRIED BEANS,980.0,9525.0,6.0,49.0,70.0,690.0,451.0,20180619
DRIED FRUIT,1020.0,23940.0,2.0,46.0,20.0,472.0,0.0,20180619
EDIBLE FLOWERS,400.0,2960.0,20.0,136.0,1.0,4.0,0.0,20180619
EMPTY BOXES,2100.0,37071.65,280.0,4943.0,140.0,2472.0,3605.0,20180619
ENDIVE/CHICORY,1535.0,12970.0,19.0,172.0,95.0,860.0,21.0,20180619
ENGLISH CUCUMBER,519610.0,4998961.36,5190.0,53887.0,40095.0,417370.0,1743.0,20180619
FENNEL/ANISE,6120.0,33773.0,75.0,400.0,467.0,3269.0,10.0,20180619
FIGS,0.0,64210.0,0.0,196.0,0.0,702.0,11.0,20180619
FIREWOOD,14100.0,57173.0,1150.0,4960.0,8050.0,36645.0,4622.0,20180619
GARLIC,208575.0,2248687.0,665.0,9499.0,5325.0,60499.0,9499.0,20180619
GARLIC PROCESSED,10095.18,80393.74,52.0,435.0,268.0,2086.0,308.0,20180619
GEELORA,2845.0,16880.0,86.0,571.0,258.0,1713.0,21.0,20180619
GEM SQUASHES,137420.0,1953747.0,3054.0,39657.0,28493.0,345082.0,12149.0,20180619
GHERKINS,7760.0,70182.0,91.0,785.0,447.0,3965.0,0.0,20180619
GINGER PROCESSED,0.0,1587.72,0.0,6.0,0.0,25.0,22.0,20180619
GINGER ROOT,175780.0,1673461.0,1115.0,9785.0,5911.0,53409.0,2189.0,20180619
GOOSEBERRIES,8150.0,101808.0,46.0,514.0,140.0,2010.0,122.0,20180619
GRANADILLA,25938.0,358010.22,383.0,6009.0,756.0,12646.0,3066.0,20180619
GRAPEFRUIT,52869.0,461647.66,3138.0,14348.0,13040.0,92114.0,31586.0,20180619
GRAPES,638860.0,5348168.0,5520.0,56239.0,27320.0,271376.0,59624.0,20180619
GREEN PEPPERS,599248.0,7181809.08,23453.0,251380.0,117443.0,1258293.0,15918.0,20180619
GUAVA,76369.0,797012.69,2505.0,29568.0,6805.0,78519.0,1784.0,20180619
HUBBARD SQUASHES,116725.0,2106412.16,1246.0,22841.0,39122.0,728836.0,4437.0,20180619
JUICE,27331.47,177441.5,299.0,1904.0,1538.0,9980.0,4223.0,20180619
KALE,23414.0,247394.8,1235.0,19460.0,2925.0,24771.0,2327.0,20180619
KARELA,5180.0,16990.0,103.0,414.0,395.0,1329.0,9.0,20180619
KIWIFRUIT,229974.0,1062449.0,831.0,5147.0,5426.0,25559.0,5232.0,20180619
KUMATO,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20180619
KUMQUAT,5635.0,64594.0,204.0,2220.0,533.0,5259.0,1330.0,20180619
LEEKS,21992.0,243739.0,379.0,4367.0,2747.0,30616.0,561.0,20180619
LEMON GRASS,262.0,445.0,41.0,68.0,2.0,3.0,0.0,20180619
LEMONS,105507.56,1875427.17,1861.0,32125.0,20927.0,391018.0,82488.0,20180619
LETTUCE,233248.0,2856222.0,6344.0,79619.0,32788.0,391188.0,6839.0,20180619
LETTUCE LIVING,4010.0,32109.0,81.0,1055.0,284.0,3693.0,254.0,20180619
LIMES,16281.5,158882.52,534.0,5245.0,1710.0,15927.0,4259.0,20180619
LIQUIDS,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20180619
MAIZE MEAL,0.0,190.0,0.0,3.0,0.0,75.0,21.0,20180619
MANGO,2275.0,77445.0,39.0,791.0,119.0,2907.0,195.0,20180619
MARJORAM,331.0,2329.0,43.0,137.0,4.0,20.0,44.0,20180619
MARROWS,1710.0,31842.0,29.0,616.0,127.0,3245.0,65.0,20180619
MELONS,0.0,38242.0,0.0,738.0,0.0,5166.0,62.0,20180619
MICRO HERBS,442.0,4564.0,27.0,222.0,5.0,44.0,0.0,20180619
MILK,130.0,17073.0,2.0,282.0,12.0,1692.0,1887.0,20180619
MINNEOLA,61520.0,784110.0,694.0,7758.0,9083.0,95608.0,9203.0,20180619
MINT,1960.0,14873.0,51.0,379.0,102.0,693.0,72.0,20180619
MITJI BUDGIE,2215.0,17175.0,55.0,464.0,179.0,2029.0,114.0,20180619
MIXED,692.0,4146.0,5.0,38.0,12.0,100.0,2.0,20180619
MIXED HERBS,290.0,2037.0,7.0,37.0,1.0,4.0,14.0,20180619
MORINGA,0.0,100.0,0.0,10.0,0.0,40.0,6.0,20180619
MUSHROOMS,57077.0,572408.0,294.0,2436.0,1081.0,10100.0,582.0,20180619
MUSK MELONS,253360.0,1429945.11,2030.0,17919.0,16658.0,131969.0,4279.0,20180619
MUSTARD LEAVE,582.0,8961.0,21.0,1793.0,180.0,447.0,252.0,20180619
NAARTJIES,662915.0,5788938.0,14851.0,118762.0,75408.0,603741.0,46776.0,20180619
NOVA,60702.46,1452193.75,3607.0,72795.0,9345.0,285251.0,26543.0,20180619
NUTS,0.0,800.0,0.0,2.0,0.0,0.0,1.0,20180619
OKRA,133120.0,848263.29,5446.0,40961.0,11797.0,90894.0,3059.0,20180619
OLIVES,4950.0,45727.0,33.0,300.0,132.0,1200.0,222.0,20180619
ONIONS,4467629.0,43131549.3,112793.0,1229104.0,998706.0,11072409.0,152944.0,20180619
ORANGE PEPPERS,11110.0,16085.0,62.0,142.0,310.0,710.0,30.0,20180619
ORANGES,1287558.56,15064760.0,64435.0,691828.0,423778.0,4579183.0,256918.0,20180619
OREGANO,270.0,1856.0,10.0,73.0,1.0,7.0,10.0,20180619
PAMPALMOESE,14400.0,112580.0,160.0,1181.0,2400.0,17410.0,5018.0,20180619
PAPINO,150387.0,1889278.69,4005.0,49314.0,21870.0,248166.0,10790.0,20180619
PAPRI,2465.0,21094.47,75.0,558.0,196.0,1558.0,130.0,20180619
PAPRIKA,46563.0,119302.0,417.0,1314.0,1384.0,3918.0,129.0,20180619
PARSLEY,35872.0,249157.0,271.0,2287.0,795.0,6374.0,226.0,20180619
PATTY PANS,192334.0,922252.0,972.0,6558.0,5975.0,36357.0,255.0,20180619
PAWPAWS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20180619
PEANUTS RAW / UNSHELLED,0.0,120.0,0.0,1.0,0.0,2.0,14.0,20180619
PEARS,360583.0,4809407.0,4936.0,69112.0,50631.0,701013.0,34870.0,20180619
PEAS,34792.0,254352.37,252.0,2062.0,787.0,5984.0,515.0,20180619
PECAN NUT (SHELL),8178.0,56918.0,109.0,590.0,133.0,910.0,565.0,20180619
PERSIMMON/SHARON FRUIT,47634.0,728750.7,1486.0,15952.0,2777.0,39504.0,6302.0,20180619
PINEAPPLES,213308.0,2222269.0,6343.0,71200.0,49944.0,552388.0,6711.0,20180619
PIQUANT PEPPERS (PEPPER DEW),0.0,1165.0,0.0,44.0,0.0,132.0,9.0,20180619
PKS BLUE QUEEN,112155.0,1196334.0,2242.0,26267.0,78470.0,919345.0,335.0,20180619
PLUMS,17440.0,138820.34,121.0,2652.0,608.0,13540.0,1358.0,20180619
POMEGRANATE,88515.0,613394.15,732.0,5001.0,2919.0,20167.0,5734.0,20180619
POT PLANTS,1960.0,26190.0,14.0,192.0,84.0,1152.0,25.0,20180619
POTATOES,4814303.02,72420456.6,161348.0,2437274.0,1562599.0,23756809.0,165972.0,20180619
POTJIEKOS,560.0,14826.0,5.0,137.0,24.0,658.0,9.0,20180619
PRICKLY PEAR,8100.0,118322.0,162.0,2434.0,324.0,4868.0,17.0,20180619
PUMPKINS,34725.0,436979.0,610.0,10273.0,20740.0,349282.0,1389.0,20180619
PUMPKINS GOURMET GLOBE,0.0,180.0,0.0,5.0,0.0,25.0,85.0,20180619
QUINCE,5365.0,29274.0,173.0,893.0,718.0,3734.0,573.0,20180619
RADICCHIO,1500.0,3900.0,100.0,260.0,20.0,52.0,0.0,20180619
RADISH,11586.0,62286.0,160.0,1072.0,1224.0,5454.0,190.0,20180619
RAINBOW PEPPERS,72608.0,611974.0,374.0,4739.0,1152.0,13250.0,5.0,20180619
RASPBERRIES,27203.0,204247.67,193.0,1505.0,180.0,1795.0,16.0,20180619
RED BEANS,4400.0,7660.0,55.0,96.0,275.0,480.0,0.0,20180619
RED LETTUCE,720.0,3540.0,8.0,41.0,40.0,205.0,0.0,20180619
RED PEPPERS,660040.0,3356814.0,3774.0,35220.0,18840.0,176277.0,2704.0,20180619
RHUBARB,4480.0,23330.0,40.0,207.0,200.0,1035.0,7.0,20180619
ROCKET,5036.0,28228.0,193.0,850.0,94.0,390.0,150.0,20180619
ROOT CELERY,4120.0,23050.0,21.0,116.0,252.0,1392.0,0.0,20180619
ROSEMARY,1965.0,12845.0,77.0,502.0,14.0,95.0,104.0,20180619
SAGE,786.0,2437.0,82.0,148.0,10.0,22.0,45.0,20180619
SALAD,960.0,960.0,8.0,8.0,2.0,2.0,39.0,20180619
