Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,8910.0,59285.0,24.0,512.0,480.0,4030.0,90.0,20180523
APPLES,1334197.0,28329304.0,15279.0,332956.0,191006.0,4045296.0,149595.0,20180523
ASPARAGUS,13940.0,412072.0,26.0,832.0,117.0,3205.0,33.0,20180523
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180523
AVOCADOS,454352.0,9172252.57,9993.0,187257.0,67086.0,1260431.0,51492.0,20180523
BABY BRINJALS,1140.0,48080.0,18.0,1053.0,72.0,4002.0,92.0,20180523
BABY BUTTERNUT,12420.0,169549.0,135.0,1505.0,610.0,6668.0,49.0,20180523
BABY CABBAGE,4064.0,188842.0,26.0,1900.0,104.0,7153.0,11.0,20180523
BABY CARROTS,6970.0,322455.0,107.0,1743.0,622.0,9167.0,50.0,20180523
BABY ENGLISH CUCUMBER,4342.0,29632.0,92.0,576.0,736.0,4608.0,6.0,20180523
BABY GEM SQUASH,6140.0,204578.0,74.0,1947.0,344.0,10177.0,363.0,20180523
BABY MARROWS,77837.0,2044177.7,1870.0,41441.0,7962.0,187804.0,2776.0,20180523
BABY MIX,444.0,28058.0,5.0,316.0,24.0,1548.0,15.0,20180523
BABY SWEET CORN,11912.0,522977.0,76.0,2597.0,324.0,11795.0,630.0,20180523
BANANAS,1021838.0,28787043.0,10562.0,253033.0,168603.0,4368789.0,52643.0,20180523
BASIL,0.0,3440.0,0.0,45.0,0.0,45.0,7.0,20180523
BAY LEAVES,0.0,424.0,0.0,17.0,0.0,3.0,9.0,20180523
BEAN SPROUTS,828.0,23067.0,15.0,405.0,34.0,935.0,82.0,20180523
BEANS,157584.0,3461651.23,6318.0,93189.0,26395.0,378317.0,11799.0,20180523
BEANS INDIAN,0.0,3050.0,0.0,83.0,0.0,234.0,53.0,20180523
BEETROOT,198966.0,4323312.55,9063.0,196354.0,77073.0,1576628.0,17069.0,20180523
BLACKBERRIES,1680.0,23942.0,7.0,140.0,11.0,231.0,0.0,20180523
BOK CHOY PAK-CHOI,1260.0,6555.0,9.0,67.0,27.0,201.0,0.0,20180523
BRINJALS,41795.0,760201.0,929.0,18482.0,4444.0,87520.0,280.0,20180523
BROCCOLI,94210.0,3785239.78,1062.0,26735.0,3169.0,76687.0,1546.0,20180523
BROCCOLI LEAVES,100.0,20798.0,12.0,643.0,26.0,4101.0,100.0,20180523
BUTTER LETTUCE,2810.0,54707.5,32.0,741.0,139.0,3036.0,47.0,20180523
BUTTERNUT,271970.0,5788209.2,13038.0,293902.0,105360.0,2490992.0,27219.0,20180523
CABBAGE,160641.0,5390016.45,6436.0,196018.0,80287.0,2473282.0,9820.0,20180523
CABBAGE RED,17585.0,562602.0,145.0,4886.0,907.0,24619.0,620.0,20180523
CALABASH,2425.0,54860.0,70.0,920.0,312.0,5384.0,15.0,20180523
CARROTS,625772.0,15622972.0,21653.0,471074.0,161836.0,3706535.0,24287.0,20180523
CARROTS PROCESSED,900.0,2400.0,6.0,16.0,18.0,48.0,9.0,20180523
CAULI/BROC,3288.0,230174.0,35.0,1776.0,142.0,6353.0,79.0,20180523
CAULIFLOWER,30222.0,1861593.64,446.0,25811.0,2894.0,115969.0,1029.0,20180523
CELERY,2570.0,113846.0,23.0,1122.0,228.0,11562.0,118.0,20180523
CELERY OFFCUTS,0.0,3000.0,0.0,44.0,0.0,44.0,73.0,20180523
CHILLIES,101912.0,2113930.06,4403.0,81617.0,13830.0,269437.0,11254.0,20180523
CHINESE  VEGETABLES,5719.0,211446.99,924.0,19237.0,706.0,32198.0,3246.0,20180523
CHIVES,125.0,5776.0,5.0,237.0,1.0,33.0,74.0,20180523
CHORIE,150.0,5260.0,8.0,196.0,40.0,980.0,7.0,20180523
CLEMENTINES,16653.0,922489.0,1105.0,46567.0,3892.0,163318.0,25480.0,20180523
