Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,1670.0,32325.0,14.0,373.0,190.0,2492.0,43.0,20180517
APPLES,1200944.0,21591173.0,13866.0,255430.0,164456.0,3104633.0,148635.0,20180517
ASPARAGUS,37100.0,312067.0,55.0,655.0,234.0,2456.0,85.0,20180517
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180517
AVOCADOS,363922.8,7010707.39,8257.0,139084.0,47374.0,941329.0,40795.0,20180517
BABY BRINJALS,2390.0,28343.0,65.0,733.0,260.0,2932.0,120.0,20180517
BABY BUTTERNUT,12674.0,133764.0,130.0,1160.0,574.0,5148.0,91.0,20180517
BABY CABBAGE,28810.0,154682.0,284.0,1618.0,1322.0,6415.0,71.0,20180517
BABY CARROTS,26186.0,258244.0,130.0,1309.0,892.0,6968.0,168.0,20180517
BABY ENGLISH CUCUMBER,1864.0,30186.0,36.0,562.0,244.0,4290.0,17.0,20180517
BABY GEM SQUASH,12592.0,169724.0,116.0,1575.0,636.0,8235.0,604.0,20180517
BABY MARROWS,144387.0,1641559.7,2680.0,32475.0,12197.0,149299.0,2236.0,20180517
BABY MIX,4294.0,23632.0,48.0,271.0,259.0,1307.0,28.0,20180517
BABY SWEET CORN,27916.0,424075.0,128.0,1975.0,642.0,8947.0,278.0,20180517
BANANAS,1107423.0,21598212.8,11047.0,180247.0,187723.0,3114225.0,57812.0,20180517
BASIL,260.0,3314.0,3.0,60.0,3.0,42.0,80.0,20180517
BAY LEAVES,100.0,424.0,4.0,17.0,1.0,3.0,15.0,20180517
BEAN SPROUTS,1332.0,19087.0,23.0,331.0,53.0,770.0,133.0,20180517
BEANS,274860.0,2861320.29,7490.0,69254.0,31152.0,291846.0,6613.0,20180517
BEANS INDIAN,200.0,4293.0,4.0,93.0,8.0,276.0,21.0,20180517
BEETROOT,353172.6,3402793.15,20599.0,153093.0,138305.0,1213635.0,32354.0,20180517
BLACKBERRIES,1920.0,19142.0,8.0,120.0,12.0,201.0,0.0,20180517
BOK CHOY PAK-CHOI,3880.0,13205.0,40.0,145.0,160.0,615.0,0.0,20180517
BRINJALS,61311.0,590574.0,1293.0,14932.0,6134.0,68964.0,305.0,20180517
BROAD BEANS,500.0,870.0,5.0,10.0,20.0,40.0,0.0,20180517
BROCCOLI,522310.0,3297558.0,2545.0,20364.0,15700.0,70062.0,1139.0,20180517
