Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,1200.0,40760.0,5.0,149.0,100.0,2980.0,30.0,20180423
APPLES,1868816.0,27710057.1,20920.0,324430.0,266643.0,4192358.0,146979.0,20180423
ASPARAGUS,8050.0,269201.0,16.0,504.0,57.0,1982.0,83.0,20180423
ATCHARA,0.0,1267.1,0.0,52.0,0.0,52.0,16.0,20180423
AVOCADOS,530754.0,8626095.1,9298.0,135162.0,59648.0,1024815.0,23429.0,20180423
BABY BRINJALS,878.0,46581.0,29.0,1195.0,90.0,4039.0,120.0,20180423
BABY BUTTERNUT,6992.0,164916.0,55.0,1620.0,228.0,6971.0,70.0,20180423
BABY CABBAGE,3456.0,214421.0,26.0,2350.0,121.0,8329.0,33.0,20180423
BABY CARROTS,13134.0,345969.0,85.0,1824.0,479.0,8659.0,347.0,20180423
BABY CORN & SUGAR SNAP PEAS,0.0,1680.0,0.0,6.0,0.0,12.0,4.0,20180423
BABY ENGLISH CUCUMBER,0.0,39282.0,0.0,1221.0,0.0,9528.0,15.0,20180423
BABY GEM SQUASH,588.0,214584.0,7.0,1400.0,39.0,8267.0,25.0,20180423
BABY MARROWS,46970.0,2780732.0,845.0,35119.0,4092.0,165023.0,3214.0,20180423
BABY MIX,100.0,20848.0,2.0,146.0,10.0,790.0,1.0,20180423
BABY SWEET CORN,9836.0,589575.0,65.0,2673.0,282.0,11624.0,478.0,20180423
BANANAS,1702424.32,31551620.1,15938.0,248341.0,275762.0,4337906.0,63008.0,20180423
BAY LEAVES,0.0,389.0,0.0,16.0,0.0,3.0,10.0,20180423
BEAN SPROUTS,108.0,24723.0,2.0,429.0,5.0,994.0,31.0,20180423
BEANS,34357.0,2762799.48,1218.0,90344.0,5414.0,376443.0,3114.0,20180423
BEANS INDIAN,605.0,7890.0,19.0,278.0,90.0,792.0,21.0,20180423
BEETROOT,85375.0,3614883.0,6270.0,192874.0,49913.0,1584960.0,35513.0,20180423
BLACKBERRIES,8832.0,41496.0,40.0,192.0,60.0,288.0,29.0,20180423
BRINJALS,8280.0,732156.0,312.0,15950.0,1443.0,71143.0,511.0,20180423
BROCCOLI,89590.0,3129227.0,580.0,19931.0,1673.0,56788.0,100.0,20180423
BRUSSELS SPROUTS,24800.0,101600.0,62.0,254.0,356.0,1504.0,58.0,20180423
BUTTERNUT,281106.0,5447388.5,16176.0,292453.0,140727.0,2450938.0,34990.0,20180423
