Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,2900.0,20795.0,57.0,325.0,132.0,1766.0,72.0,20180515
APPLES,1485314.0,19278173.0,16899.0,228185.0,203535.0,2785598.0,140581.0,20180515
ASPARAGUS,26340.0,260227.0,39.0,440.0,171.0,1893.0,37.0,20180515
ATCHARA,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20180515
AVOCADOS,825990.07,6363234.57,16587.0,125227.0,100138.0,853717.0,41757.0,20180515
BABY BRINJALS,2762.0,26354.0,64.0,662.0,253.0,2621.0,144.0,20180515
BABY BUTTERNUT,16898.0,117490.0,162.0,1002.0,711.0,4441.0,117.0,20180515
BABY CABBAGE,14324.0,125872.0,160.0,1334.0,586.0,5093.0,51.0,20180515
BABY CARROTS,30930.0,225794.0,150.0,1150.0,766.0,5916.0,143.0,20180515
BABY ENGLISH CUCUMBER,3140.0,23320.0,61.0,445.0,488.0,3560.0,26.0,20180515
BABY GEM SQUASH,25462.0,144512.0,254.0,1295.0,1283.0,6884.0,529.0,20180515
BABY MARROWS,190936.0,1377683.7,3969.0,27198.0,17536.0,125242.0,3982.0,20180515
BABY MIX,4652.0,15046.0,57.0,145.0,259.0,657.0,16.0,20180515
BABY SWEET CORN,59890.0,374463.0,327.0,1720.0,1375.0,7722.0,295.0,20180515
BANANAS,1675925.0,19261012.8,16124.0,156980.0,269695.0,2712152.0,54610.0,20180515
BASIL,120.0,2854.0,2.0,54.0,2.0,36.0,77.0,20180515
BAY LEAVES,0.0,299.0,0.0,12.0,0.0,2.0,18.0,20180515
BEAN SPROUTS,2952.0,17287.0,50.0,301.0,118.0,700.0,79.0,20180515
BEANS,187468.0,2475863.29,4054.0,58303.0,17759.0,246203.0,5539.0,20180515
BEANS INDIAN,730.0,3933.0,14.0,84.0,42.0,258.0,26.0,20180515
BEETROOT,289215.0,2869348.55,11531.0,125239.0,93963.0,1018481.0,26820.0,20180515
BLACKBERRIES,6564.0,17222.0,30.0,112.0,45.0,189.0,0.0,20180515
BOK CHOY PAK-CHOI,2480.0,9325.0,25.0,105.0,115.0,455.0,0.0,20180515
