Name,Value Sold (ZAR),Value Sold (ZAR MTD),Volume Sold,Volume sold (MTD),KG Sold,KG Sold (MTD),Volume Avalible,Date
AMADUMBE,2280.0,38660.0,10.0,138.0,200.0,2760.0,42.0,20180420
APPLES,1210226.0,25237048.1,15830.0,296842.0,178232.0,3834163.0,139599.0,20180420
ASPARAGUS,12875.0,255426.0,24.0,474.0,97.0,1891.0,53.0,20180420
ATCHARA,0.0,1267.1,0.0,52.0,0.0,52.0,16.0,20180420
AVOCADOS,483593.0,7832465.1,7584.0,121822.0,67734.0,925724.0,20923.0,20180420
BABY BRINJALS,1309.0,67471.0,46.0,1443.0,144.0,4890.0,202.0,20180420
BABY BUTTERNUT,684.0,144499.0,6.0,1432.0,28.0,6136.0,0.0,20180420
BABY CABBAGE,7670.0,206549.0,75.0,2292.0,317.0,8073.0,71.0,20180420
BABY CARROTS,20821.0,322303.0,130.0,1611.0,550.0,7535.0,234.0,20180420
BABY CORN & SUGAR SNAP PEAS,0.0,1680.0,0.0,6.0,0.0,12.0,4.0,20180420
BABY ENGLISH CUCUMBER,0.0,39282.0,0.0,1221.0,0.0,9528.0,15.0,20180420
BABY GEM SQUASH,1190.0,212836.0,12.0,1384.0,63.0,8185.0,86.0,20180420
BABY LEAF,96.0,27162.0,1.0,271.0,1.0,271.0,1.0,20180420
BABY MARROWS,55281.0,2651134.0,1180.0,32645.0,5112.0,153224.0,3320.0,20180420
BABY MIX,930.0,30031.0,11.0,293.0,56.0,1524.0,9.0,20180420
BABY SWEET CORN,17628.0,567183.0,102.0,2534.0,515.0,11032.0,325.0,20180420
BANANAS,1491857.0,29373158.8,12181.0,227209.0,213420.0,3941716.0,50977.0,20180420
BAY LEAVES,50.0,389.0,2.0,16.0,0.0,3.0,8.0,20180420
BEAN SPROUTS,613.0,24410.0,10.0,422.0,23.0,980.0,56.0,20180420
BEANS,147321.0,2688604.48,5422.0,86928.0,23380.0,364062.0,4181.0,20180420
BEANS INDIAN,60.0,6530.0,4.0,240.0,10.0,620.0,21.0,20180420
BEETROOT,174406.0,3445757.0,8977.0,181610.0,81392.0,1488640.0,34925.0,20180420
BLACKBERRIES,0.0,32664.0,0.0,152.0,0.0,228.0,29.0,20180420
BOK CHOY PAK-CHOI,0.0,7620.0,0.0,83.0,0.0,415.0,1.0,20180420
BRINJALS,28002.0,714291.0,768.0,15396.0,3493.0,68698.0,1026.0,20180420
BROCCOLI,199260.0,3023363.0,1364.0,19322.0,4048.0,55281.0,535.0,20180420
BROCCOLI FLORETTES,0.0,20297.0,0.0,132.0,0.0,317.0,7.0,20180420
BROCCOLI LEAVES,1555.0,15500.0,38.0,385.0,304.0,3080.0,23.0,20180420
BUTTER LETTUCE,1890.0,32372.0,34.0,449.0,170.0,2245.0,13.0,20180420
BUTTERNUT,224936.0,4905834.0,12036.0,260982.0,108852.0,2187413.0,41286.0,20180420
CABBAGE,240440.0,3986037.9,13762.0,196549.0,183145.0,2226356.0,14891.0,20180420
CABBAGE RED,14870.0,504422.0,130.0,5170.0,1662.0,32501.0,42.0,20180420
CARROTS,648290.0,13744033.7,29503.0,438173.0,239615.0,3433391.0,36698.0,20180420
CAULI/BROC,19008.0,145222.0,157.0,974.0,622.0,3521.0,89.0,20180420
